Ward,Year,Service Request Type,Count
Davenport (09),2021,District Operations-Restoration,29
Davenport (09),2021,District Operations-Timeliness,21
Davenport (09),2021,Dogs off Leash,41
Davenport (09),2021,Driveway - Damaged / Ponding,12
Davenport (09),2021,Driveway-Blocked By Windrow,5
Davenport (09),2021,EAB Exemption Request,2
Davenport (09),2021,ENF/INVEST AN TO AN,9
Davenport (09),2021,ENF/INVEST AN TO HU,7
Davenport (09),2021,ENF/INVEST ANIM CARE,50
Davenport (09),2021,ENF/INVEST ATTACK TO AN,7
Davenport (09),2021,ENF/INVEST ATTACK TO HU,9
Davenport (09),2021,ENF/INVEST DAL HOME,18
Davenport (09),2021,ENF/INVEST EXCREMENT,14
Davenport (09),2021,ENF/INVEST EXTREME,5
Davenport (09),2021,ENF/INVEST MENACE,9
Davenport (09),2021,ENF/INVEST MUZZLE,1
Davenport (09),2021,ENF/INVEST NO LEASH,14
Davenport (09),2021,ENF/INVEST NUISAN CAT,5
Davenport (09),2021,ENF/INVEST PIGEONS,2
Davenport (09),2021,ENF/INVEST PIT BULL,7
Davenport (09),2021,ENF/INVEST PROH ANIMA,7
Davenport (09),2021,ENF/INVEST SHELTER,6
Davenport (09),2021,ENF/INVEST TETHER,1
Davenport (09),2021,ENF/INVEST TOO MANY,1
Davenport (09),2021,ENF/INVEST UNSAN COND,4
Davenport (09),2021,Election Signs,1
Davenport (09),2021,Encroachments,4
Davenport (09),2021,FEL Multi-Res / Recycle Cart / Not Picked Up,4
Davenport (09),2021,FEL Multi-Res Furniture / Not Picked Up,27
Davenport (09),2021,FEL Multi-Res Xmas Tree / Not Picked Up,3
Davenport (09),2021,FEL Non-Res / Garbage / Not Picked Up,15
Davenport (09),2021,FEL Non-Res Organic Cart / Not Picked Up,1
Davenport (09),2021,FEL Non-Res Recycle Cart / Not Picked Up,2
Davenport (09),2021,FEL Non-Res Recycle FEL / Not Picked Up,7
Davenport (09),2021,Fence,48
Davenport (09),2021,Fence - Damaged,2
Davenport (09),2021,Fireworks,8
Davenport (09),2021,Flashing Beacon Maintenance,1
Davenport (09),2021,Garbage / Park / Bin Overflow,10
Davenport (09),2021,General Parking Regulations,14
Davenport (09),2021,General Pruning,547
Davenport (09),2021,General Tree Maintenance,54
Davenport (09),2021,Graffiti,133
Davenport (09),2021,Guardrail - Damaged,3
Davenport (09),2021,Gypsy Moth Control Insp,3
Davenport (09),2021,Heavy Trucks,2
Davenport (09),2021,Hydrant-After Usage Test,2
Davenport (09),2021,Hydrant-Damage,7
Davenport (09),2021,Hydrant-Leaking,17
Davenport (09),2021,INJUR/DIST DOMESTIC,49
Davenport (09),2021,INJUR/DIST WILDLIFE,426
Davenport (09),2021,IPM Inspection,3
Davenport (09),2021,Ice and Snow Complaint,136
Davenport (09),2021,Illegal Dumping,45
Davenport (09),2021,Illegal Off-Street Parking,25
Davenport (09),2021,Illegal On-Street Parking,2
Davenport (09),2021,Intersection Safety Review,6
Davenport (09),2021,Investigate Pavement Markings,10
Davenport (09),2021,Investigate Regulatory Signs,24
Davenport (09),2021,Investigate Temporary Condition Signs,5
Davenport (09),2021,Investigate Warning Signs,9
Davenport (09),2021,Lane Designation,2
Davenport (09),2021,Laneway - Salting / Sanding / Salt,22
Davenport (09),2021,Laneway - Surface Damage,82
Davenport (09),2021,Left/Right Turn Signal Priority Features,5
Davenport (09),2021,Litter / Bike Removal Inquiry,34
Davenport (09),2021,Litter / Bin / Graffiti on Bin,1
Davenport (09),2021,Litter / Bin / Overflow or Not Picked Up,118
Davenport (09),2021,Litter / Bin / Relocate,1
Davenport (09),2021,Litter / Bin / Removal,1
Davenport (09),2021,Litter / Illegal Dumping Cleanup,280
Davenport (09),2021,Litter / Laneway / Clean Up,132
Davenport (09),2021,Litter / Sidewalk & Blvd / Pick Up Request,217
Davenport (09),2021,Litter / Special Event / Pick Up Request,4
Davenport (09),2021,Litter/Needle Cleanup,55
Davenport (09),2021,Long Grass and Weeds,168
Davenport (09),2021,Maintenance Hole - Overflowing,1
Davenport (09),2021,Maintenance Hole-Damage,15
Davenport (09),2021,Maintenance Hole-Missing Cover,2
Davenport (09),2021,Maintenance Holes -Damage / Repair,27
Davenport (09),2021,Maintenance Holes Lid Loose/Missing,11
Davenport (09),2021,Missing/Damaged Flexible Bollards,3
Davenport (09),2021,Missing/Damaged Signs,187
Davenport (09),2021,Missing/Damaged Watch Your Speed Boards,4
Davenport (09),2021,Missing/Faded Pavement Markings,18
Davenport (09),2021,Multi-Res / FEL / Bin Inventory,2
Davenport (09),2021,Multi-Res / Furniture Pile / Not Picked Up,8
Davenport (09),2021,Multi-Res / Garbage Cart / Not Picked Up,12
Davenport (09),2021,Multi-Res / Garbage Front-End / Not Picked Up,21
Davenport (09),2021,Multi-Res / Garbage Rear-Bin / Not Picked Up,7
Davenport (09),2021,Multi-Res / Organic Bin / Not Picked Up,7
Davenport (09),2021,Multi-Res / Organic Cart / Not Picked Up,4
Davenport (09),2021,Multi-Res / Organic FEL / Not Picked Up,6
Davenport (09),2021,Multi-Res / Recycle Cart / Not Picked Up,6
Davenport (09),2021,Multi-Res / Recycle Front-End / Not Picked Up,5
Davenport (09),2021,Multi-Res / Recycle Rear-Bin / Not Picked Up,1
Davenport (09),2021,Multi-Res / XMAS Tree / Not Picked Up,2
Davenport (09),2021,Multi-Res / XMAS Tree / Pick Up,7
Davenport (09),2021,Multi-Res / Yard Waste / Not Picked Up,3
Davenport (09),2021,Multiple SRs/Collections Curb Day,3
Davenport (09),2021,Multiple SRs/Collections Nights,1
Davenport (09),2021,Multiple SRs/Litter Operations,2
Davenport (09),2021,New Traffic Control Signal Request,2
Davenport (09),2021,Non-Res Cardboard Nite / Not Picked Up,1
Davenport (09),2021,Non-Res Garbage Bag Nite / Not Picked Up,3
Davenport (09),2021,Non-Res Garbage Bin Nite / Not Picked Up,5
Davenport (09),2021,Non-Res Organic Bin / Not Picked Up,2
Davenport (09),2021,Non-Res Organic Bin Nite / Not Picked Up,8
Davenport (09),2021,Non-Res Recycle Bin / Not Picked Up,3
Davenport (09),2021,Non-Res Recycle Bin Nite / Not Picked Up,9
Davenport (09),2021,One-way Streets,1
Davenport (09),2021,Operator / Operations Compliment,18
Davenport (09),2021,PXO Maintenance,41
Davenport (09),2021,Park Use,43
Davenport (09),2021,Parking in a Public Lane,1
Davenport (09),2021,Pedestrian Crossing Protection,1
Davenport (09),2021,Pedestrian Crossover Operation,2
Davenport (09),2021,Pedestrian Issues/Timing/Delays,3
Davenport (09),2021,Pit Cover/Paver Maintenance,3
Davenport (09),2021,Planting 11 Plus Trees FNEM,1
Davenport (09),2021,Pollution Spill Response,33
Davenport (09),2021,Postering City Property/Structures,8
Davenport (09),2021,Prohibited Acts/Pollicking,1
Davenport (09),2021,Prohibited Waste,10
Davenport (09),2021,Property Damaged/Collections Curb Day,4
Davenport (09),2021,Property Damaged/Collections Nights,2
Davenport (09),2021,Property Standards,594
Davenport (09),2021,Publication Request - Solid Waste,171
Davenport (09),2021,Publication Request - Transportation,1
Davenport (09),2021,RESCU Maintenance,1
Davenport (09),2021,Recycle / Park / Bin Overflow,1
Davenport (09),2021,Registration - Toronto Water,146
Davenport (09),2021,Res / Above Comm / Organic Green Bin / Not Picked Up,8
Davenport (09),2021,Res / Garbage / Multiple Addresses Not Picked Up,6
Davenport (09),2021,Res / Garbage / Not Picked Up,173
Davenport (09),2021,Res / Garbage Front&Side / Not Picked Up,5
Davenport (09),2021,Res / Nite Garbage / Not Picked Up,28
Davenport (09),2021,Res / Nite Organic / Not Picked Up,16
Davenport (09),2021,Res / Nite Organic Front&Side / Not Picked Up,1
Davenport (09),2021,Res / Nite Organic&Recycle / Not Picked Up,1
Davenport (09),2021,Res / Nite Recycle / Not Picked Up,13
Davenport (09),2021,Res / Nite Recycle Multiple Addresses / Not Picked Up,2
Davenport (09),2021,Res / Org&Garbage Front&Side / Not Picked Up,2
Davenport (09),2021,Res / Org&Garbage Multiple Addresses / Not Picked Up,6
Davenport (09),2021,Res / Org&Recycle Front&Side / Not Picked Up,8
Davenport (09),2021,Res / Org&Recycle Multiple Addresses / Not Picked Up,2
Davenport (09),2021,Res / Organic Bin / Additional,94
Davenport (09),2021,Res / Organic Bin / New Account,44
Davenport (09),2021,Res / Organic Bin / Replace Missing,336
Davenport (09),2021,Res / Organic Front&Side / Not Picked Up,2
Davenport (09),2021,Res / Organic Green Bin / Multiple Addresses / Not Picked Up,2
Davenport (09),2021,Res / Organic Green Bin / Not Picked Up,116
Davenport (09),2021,Res / Organic&Garbage / Not Picked Up,62
Davenport (09),2021,Res / Organic&Recycle / Not Picked Up,56
Davenport (09),2021,Res / Recycle / Multiple Addresses / Not Picked Up,2
Davenport (09),2021,Res / Recycle / Not Picked Up,128
Davenport (09),2021,Res / Recycle Front&Side / Not Picked Up,4
Davenport (09),2021,Res / Yard Waste Multiple Addresses / Not Picked Up,13
Davenport (09),2021,Res Above Comm / Nite Garbage / Not Picked Up,18
Davenport (09),2021,Res Above Comm / Nite Recycle / Not Picked Up,16
Davenport (09),2021,Reserved Lane,2
Davenport (09),2021,Residential / Nite Furniture / Not Picked Up,12
Davenport (09),2021,Residential / Nite XMAS Tree / Not Picked Up,2
Davenport (09),2021,Residential / Nite Yard Waste / Not Picked Up,5
Davenport (09),2021,Residential / XMAS Tree / Not Picked Up,24
Davenport (09),2021,Residential / Yard Waste / Not Picked Up,90
Davenport (09),2021,Residential Furniture / Not Picked Up,307
Davenport (09),2021,Residential: Bin: Repair or Replace Body/Handle,586
Davenport (09),2021,Residential: Bin: Repair or Replace Lid,1141
Davenport (09),2021,Residential: Bin: Repair or Replace Metal Bar,20
Davenport (09),2021,Residential: Bin: Repair or Replace Wheel,34
Davenport (09),2021,Residential: Bin: Wrong Delivery,244
Davenport (09),2021,Residential: Garbage Bin: Additional Extra Large,34
Davenport (09),2021,Residential: Garbage Bin: Additional Large,41
Davenport (09),2021,Residential: Garbage Bin: Additional Medium,30
Davenport (09),2021,Residential: Garbage Bin: Additional Small,8
Davenport (09),2021,Residential: Garbage Bin: Exchange to Extra Large,124
Davenport (09),2021,Residential: Garbage Bin: Exchange to Large,234
Davenport (09),2021,Residential: Garbage Bin: Exchange to Medium,215
Davenport (09),2021,Residential: Garbage Bin: Exchange to Small,102
Davenport (09),2021,Residential: Garbage Bin: Missing,445
Davenport (09),2021,Residential: Garbage Bin: New Account Extra Large,19
Davenport (09),2021,Residential: Garbage Bin: New Account Large,5
Davenport (09),2021,Residential: Garbage Bin: New Account Medium,13
Davenport (09),2021,Residential: Garbage Bin: New Account Small,8
Davenport (09),2021,Residential: Recycle Bin: Additional Extra Large,129
Davenport (09),2021,Residential: Recycle Bin: Additional Large,41
Davenport (09),2021,Residential: Recycle Bin: Additional Medium,13
Davenport (09),2021,Residential: Recycle Bin: Additional Small,3
Davenport (09),2021,Residential: Recycle Bin: Exchange to Large,139
Davenport (09),2021,Residential: Recycle Bin: Exchange to Medium,110
Davenport (09),2021,Residential: Recycle Bin: Exchange to Small,22
Davenport (09),2021,Residential: Recycle Bin: Missing,441
Davenport (09),2021,Residential: Recycle Bin: New Account Extra Large,32
Davenport (09),2021,Residential: Recycle Bin: New Account Large,8
Davenport (09),2021,Residential: Recycle Bin: New Account Medium,13
Davenport (09),2021,Residential: Recycle Bin: New Account Small,1
Davenport (09),2021,Residential:Recycle Bin:Exchange to Extra Large,170
Davenport (09),2021,Restoration Related,38
Davenport (09),2021,Retaining Wall - Damage / Repair,10
Davenport (09),2021,Road - Cleaning/Debris,250
Davenport (09),2021,Road - Damaged,34
Davenport (09),2021,Road - Graffiti Complaint,1
Davenport (09),2021,Road - Plough Damage,1
Davenport (09),2021,Road - Pot hole,170
Davenport (09),2021,Road - Sanding / Salting Required,10
Davenport (09),2021,Road - Sinking,71
Davenport (09),2021,Road Allowance,1
Davenport (09),2021,Road Design,1
Davenport (09),2021,Road Ploughing Required,14
Davenport (09),2021,Road Water Ponding,29
Davenport (09),2021,Road-Illegal Dumping,11
Davenport (09),2021,Road-Winter Request/ Complaint,13
Davenport (09),2021,Roadside Utility Cut - Settlement,6
Davenport (09),2021,Roadway Utility Cut - Settlement,36
Davenport (09),2021,SERVICES PROT CUST,14
Davenport (09),2021,STRAY AT LARGE,59
Davenport (09),2021,STRAY CONFINED,45
Davenport (09),2021,Salting-Winter (WSL/HYDT/VALVE/Watermain Break Locations etc.),5
Davenport (09),2021,School Zone Safety Review,1
Davenport (09),2021,Sewer Odour,27
Davenport (09),2021,Sewer Service Line-Blocked,317
Davenport (09),2021,Sewer Service Line-Cleanout Repair,8
Davenport (09),2021,Sewer main-Backup,4
Davenport (09),2021,Sidewalk - Cleaning,55
Davenport (09),2021,Sidewalk - Damaged / Concrete,132
Davenport (09),2021,Sidewalk - Damaged /Brick/Interlock,13
Davenport (09),2021,Sidewalk - Graffiti Complaint,19
Davenport (09),2021,Sidewalk - Seniors Snow Clearing,26
Davenport (09),2021,Sidewalk - Snow Clearing,16
Davenport (09),2021,Sidewalk Icy|| Needs Sand/Salt,18
Davenport (09),2021,Sidewalk-Water Ponding,13
Davenport (09),2021,Sight Line Obstruction,25
Davenport (09),2021,Sign Maintenance,2
Davenport (09),2021,Signal Timing Review/Vehicle Delays,7
Davenport (09),2021,Signs,14
Davenport (09),2021,Sink Hole,23
Davenport (09),2021,Snow Removal - General,3
Davenport (09),2021,Snow Removal - Sightline Problem,1
Davenport (09),2021,Speed Bumps in Laneway,7
Davenport (09),2021,Speed Watch Programme,1
Davenport (09),2021,Spills/Cleanup/Collections Curb Day,29
Davenport (09),2021,Spills/Cleanup/Collections Nights,7
Davenport (09),2021,Spills/Cleanup/Litter Operations,2
Davenport (09),2021,Staff Conduct/Collections Curb Day,71
Davenport (09),2021,Staff Conduct/Collections FEL,3
Davenport (09),2021,Staff Conduct/Collections Nights,6
Davenport (09),2021,Staff Conduct/Litter Operations,1
Davenport (09),2021,Staff Conduct/Non-Collections,1
Davenport (09),2021,Staff Service Complaint,20
Davenport (09),2021,Staff Service Compliment,1
Davenport (09),2021,Stemming,117
Davenport (09),2021,Storm Clean Up,169
Davenport (09),2021,Street Light Out,13
Davenport (09),2021,Street furniture damaged,13
Davenport (09),2021,Stumping,4
Davenport (09),2021,TAS_STRAY ATTACK,2
Davenport (09),2021,Time Limit or Excessive Duration Parking,2
Davenport (09),2021,Traffic Calming Measures,10
Davenport (09),2021,Traffic Island - Damaged,2
Davenport (09),2021,Traffic Island-Grass Needs Cutting,3
Davenport (09),2021,Traffic Sign - Graffiti Complaint,2
Davenport (09),2021,Traffic Signal - Graffiti Complaint,13
Davenport (09),2021,Traffic Signal Maintenance,97
Davenport (09),2021,Tree Planting,77
Davenport (09),2021,Trees and Plants,2
Davenport (09),2021,Walkway - Snow Clearing/ Salting required,3
Davenport (09),2021,Walkway - damaged,5
Davenport (09),2021,Walkway-Weeds Need Cutting,18
Davenport (09),2021,Waste,246
Davenport (09),2021,Waste Storage,14
Davenport (09),2021,Water Meter-Leaking,5
Davenport (09),2021,Water Quality-Discoloured (Rusty or dirty) Water,10
Davenport (09),2021,Water Service Line-Check Water Service Box,97
Davenport (09),2021,Water Service Line-Leaking,57
Davenport (09),2021,Water Service Line-Low Pressure|| Low Flow Appt,57
Davenport (09),2021,Water Service Line-Low Pressure|| Low Flow Insp,14
Davenport (09),2021,Water Service Line-No Water,53
Davenport (09),2021,Water Service Line-Turn Off,79
Davenport (09),2021,Water Service Line-Turn Off/Burst,58
Davenport (09),2021,Water Service Line-Turn On,56
Davenport (09),2021,Water Service Test for High Lead Content,67
Davenport (09),2021,Water Valve-Leaking,22
Davenport (09),2021,Watermain Valve - Turn Off,3
Davenport (09),2021,Watermain Valve - Turn On,1
Davenport (09),2021,Watermain-Possible Break,60
Davenport (09),2021,Wrong Location/Time/Day,81
Davenport (09),2021,Zoning,379
Davenport (09),2022,Accessibility Complaint,2
Davenport (09),2022,Adequate Heat,105
Davenport (09),2022,All / Hazardous Waste / Not Picked Up,10
Davenport (09),2022,All / Hazardous Waste / Pick Up Request,352
Davenport (09),2022,All-Way Stop Sign Controls,3
Davenport (09),2022,Alternate Side Parking,4
Davenport (09),2022,Amplified Sound,631
Davenport (09),2022,Appliance (Emergency),3
Davenport (09),2022,Application Mail Out / Non-Res,21
Davenport (09),2022,Application Status / Non-Res,7
Davenport (09),2022,Bees/Wasp,11
Davenport (09),2022,Bicycle Signals,2
Davenport (09),2022,Bike Lane - Winter Maintenance Required,16
Davenport (09),2022,Bin Investigation Request,432
Davenport (09),2022,Blocked Access By Parking,15
Davenport (09),2022,Bollard - Damaged,20
Davenport (09),2022,Boulevard - Pick-Up Shopping Carts,2
Davenport (09),2022,Boulevard - Plough Damage,15
Davenport (09),2022,Boulevards - Damaged Asphalt,23
Davenport (09),2022,Boulevards - Snow Piled Too High / Too Much,150
Davenport (09),2022,Boulevards - Weed Removal,8
Davenport (09),2022,Boulevards-Grass Cutting,22
Davenport (09),2022,Bridge - Damaged Structure,2
Davenport (09),2022,Bridge - Debris / Litter,1
